code_insee,commune,dep,PMUN,dans_MEL,apl_mg,apl_mg_m65,apl_inf,apl_kine,apl_dent,apl_sf,pop_std_sante,pop_totale_2022,apl_mg_2022,apl_mg_evol_pct,acces_urgences_moy_min,acces_urgences_min_min,acces_maternite_moy_min,acces_maternite_min_min,acces_hopital_moy_min,acces_hopital_min_min,acces_pharmacie_moy_min,acces_pharmacie_min_min,acces_msp_moy_min,acces_msp_min_min,msp_sur_place
59329,Lambres-lez-Douai,59,4926,False,3.29,2.96,159.69,126.41,57.37,14.97,5017.8,4902.0,3.71,-11.17,3.0,1.0,3.34,1.0,3.01,1.0,1.72,1.0,4.58,2.24,False
59330,Landas,59,2447,False,5.39,4.92,175.62,165.34,59.01,18.22,2464.95,2482.0,5.19,3.74,21.75,13.76,21.46,13.76,18.2,11.13,2.9,1.0,3.19,1.0,True
59332,Lannoy,59,1800,True,3.67,3.27,181.46,149.61,40.64,16.03,1838.28,1791.0,4.05,-9.37,7.28,6.55,7.28,6.55,5.91,5.11,1.19,1.0,1.87,1.39,True
59334,Lauwin-Planque,59,1582,False,4.12,3.76,211.4,146.18,65.12,23.29,1593.96,1593.0,4.66,-11.65,8.23,5.71,8.51,5.99,7.81,5.12,1.8,1.0,4.89,2.32,False
59180,Le Doulieu,59,1454,False,5.3,4.93,152.16,158.67,63.26,21.22,1403.82,1445.0,5.17,2.46,19.35,13.46,19.35,13.46,13.9,10.91,7.28,1.9,8.64,5.12,False
59335,Lecelles,59,3004,False,5.02,4.47,153.96,146.95,48.5,18.79,3007.44,3048.0,4.89,2.68,20.72,16.15,20.72,16.15,8.45,4.45,2.42,1.0,5.37,1.0,True
59339,Leers,59,9588,True,3.84,3.45,201.73,162.76,41.62,14.97,9698.91,9555.0,4.25,-9.49,10.47,7.02,10.47,7.02,6.36,3.71,1.77,1.0,6.11,3.91,False
59340,Leffrinckoucke,59,4124,False,2.87,2.46,153.53,116.02,45.67,14.61,4284.03,4101.0,2.86,0.42,6.81,5.13,6.81,5.13,6.8,5.13,2.1,1.0,5.42,3.27,False
59343,Lesquin,59,9241,True,8.86,8.24,322.76,367.07,135.97,42.13,8891.23,9356.0,8.92,-0.75,8.89,6.08,8.89,6.08,4.55,1.0,2.07,1.0,5.54,1.67,True
59345,Lewarde,59,2403,False,3.34,2.88,174.68,98.39,34.73,13.27,2373.03,2388.0,3.75,-10.86,9.04,7.61,10.05,8.6,9.04,7.61,1.22,1.0,3.62,2.17,False
59346,Lezennes,59,3019,True,9.73,9.03,341.21,393.36,147.19,43.42,2933.78,2966.0,9.7,0.26,7.42,5.91,7.42,5.91,7.42,5.91,1.57,1.0,1.83,1.0,True
59348,Lieu-Saint-Amand,59,1461,False,4.08,3.5,227.36,106.05,29.68,19.17,1424.8,1464.0,4.61,-11.5,12.8,8.16,12.14,7.12,12.8,8.16,4.12,1.6,1.86,1.0,True
59350,Lille,59,236710,True,6.21,5.69,180.82,189.84,82.7,23.39,217512.59,238695.0,5.94,4.61,5.29,1.0,5.21,1.0,3.58,1.0,1.43,1.0,3.15,1.0,True
59352,Linselles,59,8192,True,3.55,3.35,114.58,129.04,42.5,14.22,8314.86,8177.0,3.67,-3.27,16.49,11.23,16.41,11.23,7.88,2.69,1.82,1.0,2.02,1.0,True
59356,Lompret,59,2182,True,3.73,3.43,132.27,158.72,53.34,25.95,2210.29,2170.0,3.62,3.12,6.52,3.25,4.69,1.48,4.63,1.48,1.93,1.0,5.9,2.85,False
59360,Loos,59,23013,True,3.12,2.81,151.23,145.11,30.66,15.12,21503.26,22948.0,3.25,-4.09,4.64,1.74,5.91,1.25,3.9,1.0,1.39,1.0,4.22,1.35,True
59361,Lourches,59,3814,False,4.59,4.0,252.46,118.29,35.86,23.84,3547.83,3756.0,5.23,-12.24,6.18,4.46,5.75,4.04,6.18,4.46,1.3,1.0,3.82,2.06,False
59367,Lys-lez-Lannoy,59,13793,True,4.11,3.7,206.61,151.0,52.2,24.08,13575.29,13987.0,4.32,-4.93,7.04,4.86,7.04,4.86,5.62,3.48,1.43,1.0,3.72,1.8,True
59369,Maing,59,4004,False,3.55,3.04,168.47,109.59,43.21,20.78,4010.23,3970.0,3.72,-4.73,10.63,7.16,10.0,7.16,10.86,7.16,1.73,1.0,6.2,3.51,False
59375,Marchiennes,59,4539,False,4.7,4.32,200.5,136.53,48.08,19.46,4461.11,4506.0,4.82,-2.65,19.44,13.84,19.02,14.81,9.39,5.73,2.19,1.0,8.21,4.78,False
59378,Marcq-en-Barœul,59,39356,True,5.72,5.27,220.97,231.9,80.68,30.89,39834.33,39943.0,5.66,0.94,9.34,6.04,9.1,6.04,3.13,1.0,1.49,1.0,5.74,1.86,True
59382,Maretz,59,1417,False,3.43,2.83,243.65,96.33,34.58,9.29,1373.61,1403.0,3.76,-8.7,14.14,12.47,14.14,12.47,14.14,12.47,6.72,3.74,9.0,7.37,False
59383,Marly,59,12024,False,6.23,5.59,274.07,209.33,89.71,23.54,11961.16,11980.0,6.27,-0.59,6.91,4.63,6.86,4.63,7.31,4.99,1.61,1.0,4.57,1.0,True
59387,Marquette-en-Ostrevant,59,1931,False,2.79,2.62,149.98,78.46,20.58,15.24,1918.87,1953.0,3.08,-9.35,18.27,16.1,17.84,15.67,13.03,10.61,1.38,1.0,10.2,6.49,False
59386,Marquette-lez-Lille,59,11213,True,8.29,7.68,308.51,336.23,113.91,37.49,11230.41,11709.0,8.34,-0.58,9.36,5.61,8.17,3.86,6.07,3.3,1.68,1.0,5.17,2.7,False
59388,Marquillies,59,1982,True,4.57,4.32,170.5,165.18,53.41,28.5,1949.71,1971.0,4.56,0.15,17.54,14.94,17.96,14.94,18.16,14.94,1.62,1.0,9.38,7.59,False
59390,Masny,59,4056,False,2.85,2.53,138.84,69.03,22.58,11.82,3991.06,4028.0,3.14,-8.96,11.65,9.4,12.62,10.37,9.83,7.34,1.72,1.0,5.98,3.93,False
59392,Maubeuge,59,29066,False,3.98,2.96,309.32,133.92,52.86,17.89,28643.09,28879.0,4.15,-4.17,5.84,1.48,5.84,1.48,4.12,1.0,1.55,1.0,2.93,1.0,True
59399,Merris,59,1049,False,5.48,4.92,161.36,178.07,72.45,24.14,1063.58,1078.0,5.4,1.54,10.88,7.82,10.88,7.82,10.6,7.78,4.89,1.87,10.38,6.97,False
59400,Merville,59,9652,False,4.57,4.21,162.92,136.17,66.91,20.47,9419.83,9729.0,4.49,1.89,17.9,11.57,18.27,11.57,17.89,11.57,2.48,1.0,2.91,1.0,True
59408,Moncheaux,59,1703,False,3.7,3.34,168.2,139.06,43.46,18.13,1638.91,1683.0,3.94,-6.19,16.11,13.48,19.62,17.25,12.0,10.13,3.31,1.24,6.6,3.56,False
59409,Monchecourt,59,2501,False,2.47,2.27,127.72,59.46,18.38,10.5,2402.48,2488.0,2.79,-11.42,16.11,13.81,17.55,14.97,13.94,11.8,1.82,1.0,8.09,6.28,False
59410,Mons-en-Barœul,59,21467,True,5.3,4.85,187.14,191.42,75.49,30.37,20590.51,21368.0,5.17,2.46,7.85,5.6,7.52,5.6,5.61,2.98,1.12,1.0,2.98,1.0,True
59411,Mons-en-Pévèle,59,2089,False,3.77,3.45,154.71,156.74,49.2,18.07,2135.67,2077.0,3.92,-3.9,19.7,16.21,20.28,16.71,13.25,9.66,2.61,1.0,2.99,1.0,True
59414,Montigny-en-Ostrevent,59,4681,False,3.68,3.37,176.08,104.55,42.61,17.86,4688.19,4588.0,3.94,-6.5,12.82,8.92,13.79,9.89,11.4,8.91,1.7,1.0,8.26,4.2,False
59416,Morbecque,59,2509,False,4.41,3.71,159.23,142.29,70.86,20.49,2564.44,2538.0,4.29,2.87,9.02,4.38,9.02,4.38,9.02,4.38,3.73,1.0,8.15,3.89,False
59418,Mortagne-du-Nord,59,1584,False,3.3,2.94,102.82,113.38,31.88,7.86,1516.48,1581.0,3.31,-0.27,24.61,21.73,24.61,21.73,12.92,10.04,1.67,1.0,1.24,1.0,True
59419,Mouchin,59,1441,False,4.58,4.16,144.34,160.15,51.33,10.65,1439.81,1466.0,4.46,2.67,26.49,23.35,26.49,23.35,20.14,16.02,2.04,1.0,2.03,1.0,True
59421,Mouvaux,59,13173,True,6.7,6.24,305.02,250.42,97.43,28.26,13404.34,13239.0,6.77,-0.98,8.73,6.7,8.73,6.7,4.95,2.59,1.64,1.0,4.04,1.64,True
59398,Mérignies,59,3360,False,4.14,3.8,166.18,172.95,56.47,21.41,3328.38,3476.0,4.33,-4.44,16.23,13.77,16.72,14.27,15.91,13.51,2.42,1.0,3.86,1.31,True
59401,Méteren,59,2256,False,6.65,5.93,195.75,238.07,83.64,31.7,2244.8,2230.0,6.52,2.01,13.67,7.23,13.67,7.23,7.31,4.36,2.37,1.0,6.33,3.54,False
59423,Neuf-Berquin,59,1403,False,4.75,4.35,156.06,142.65,64.97,23.87,1393.42,1422.0,4.66,1.89,15.75,13.56,15.75,13.56,15.75,13.56,5.38,2.0,5.12,3.3,False
59426,Neuville-en-Ferrain,59,10160,True,7.02,6.56,316.36,265.63,100.12,28.31,10082.98,10125.0,7.09,-1.09,5.06,1.77,5.06,1.77,5.03,1.77,2.11,1.0,4.26,2.3,False
59431,Nieppe,59,7606,False,5.65,5.12,166.51,223.61,75.17,28.17,7639.26,7685.0,5.64,0.11,5.53,2.72,5.53,2.72,5.5,2.72,1.63,1.0,6.05,1.73,True
59434,Nivelle,59,1379,False,4.7,4.14,145.53,155.23,44.99,14.51,1366.38,1393.0,4.7,-0.09,18.65,16.02,18.65,16.02,7.2,4.32,4.25,1.15,3.98,1.0,True
59435,Nomain,59,2585,False,4.85,4.46,159.44,165.15,55.17,13.28,2608.28,2618.0,4.71,2.97,23.76,14.37,23.92,14.37,23.08,13.58,2.64,1.0,6.83,2.03,False
59447,Onnaing,59,8719,False,5.06,4.5,217.37,172.44,69.36,18.69,8318.55,8567.0,5.25,-3.53,14.2,10.46,7.65,4.33,7.65,4.33,2.03,1.0,7.95,4.23,False
59449,Orchies,59,8455,False,5.91,5.4,195.81,192.94,65.64,28.71,8266.56,8390.0,5.76,2.48,25.1,19.31,25.23,18.16,19.42,15.39,2.07,1.0,2.67,1.0,True
59452,Ostricourt,59,5829,False,3.74,3.28,166.38,133.69,43.98,18.43,5802.56,6014.0,4.05,-7.7,13.61,10.57,16.5,14.35,6.13,3.42,1.99,1.0,9.25,5.83,False
59456,Pecquencourt,59,6232,False,5.82,5.28,286.76,163.78,60.12,27.17,5962.31,6160.0,6.26,-6.98,14.41,12.22,14.87,13.19,9.25,4.72,1.89,1.0,8.7,6.58,False
59459,Petite-Forêt,59,5058,False,4.42,3.88,195.36,130.51,55.7,19.82,4931.87,5058.0,4.58,-3.58,4.69,1.73,4.69,1.73,4.69,1.73,1.96,1.0,7.24,4.51,False
59462,Phalempin,59,4849,False,4.86,4.41,195.92,208.25,71.99,25.68,4925.73,4863.0,5.34,-8.92,7.19,5.09,7.71,5.59,7.76,5.73,1.69,1.0,1.94,1.0,True
59466,Pont-à-Marcq,59,2883,False,6.37,5.92,239.81,271.76,95.4,29.69,2996.86,3054.0,6.61,-3.72,13.06,11.16,13.56,11.66,12.8,10.9,1.36,1.0,1.94,1.0,True
59475,Prouvy,59,2173,False,4.38,3.81,220.18,121.71,49.95,21.99,2123.0,2202.0,4.72,-7.2,7.19,5.31,6.15,4.26,7.19,5.31,1.36,1.0,8.22,5.6,False
59477,Provin,59,4469,True,3.87,3.44,161.34,152.51,48.22,16.44,4284.62,4456.0,4.11,-5.89,15.33,13.33,14.92,12.84,14.26,12.37,1.67,1.0,3.25,1.0,True
59470,Prémesques,59,2060,True,6.18,5.66,200.46,272.24,83.5,27.19,1986.39,2029.0,6.26,-1.2,7.17,5.24,8.08,6.2,7.18,5.24,1.78,1.0,7.77,5.48,False
59471,Préseau,59,2065,False,4.37,3.82,170.13,137.38,51.79,20.8,2059.66,2083.0,4.52,-3.17,12.79,11.6,12.79,11.6,13.23,12.05,1.3,1.0,10.75,9.56,False
59457,Pérenchies,59,8519,True,4.64,4.29,159.36,202.48,66.22,27.98,8312.65,8487.0,4.65,-0.13,5.57,1.93,6.4,3.71,5.53,1.93,2.09,1.0,7.45,3.91,False
59458,Péronne-en-Mélantois,59,1004,True,4.97,4.72,166.27,195.14,71.28,20.58,974.08,1001.0,4.98,-0.22,15.18,9.49,15.18,9.49,11.51,8.7,5.47,3.16,6.45,4.57,False
59479,Quarouble,59,3131,False,4.43,3.94,184.42,147.0,51.5,17.73,3124.78,3141.0,4.74,-6.55,15.51,13.54,10.28,8.34,10.28,8.34,1.98,1.0,5.94,2.09,False
59482,Quesnoy-sur-Deûle,59,6920,True,5.12,4.75,172.66,211.29,68.26,23.11,6778.7,6863.0,5.18,-1.27,15.75,11.78,14.01,10.02,13.95,10.02,1.76,1.0,9.76,5.64,False
59485,Quiévy,59,1801,False,3.66,3.06,274.87,117.61,50.93,11.06,1755.62,1800.0,4.34,-15.68,15.88,13.54,15.88,13.54,15.88,13.54,1.27,1.0,9.72,7.76,False
59487,Radinghem-en-Weppes,59,1393,True,7.01,6.43,219.76,295.96,89.56,29.14,1385.38,1404.0,7.15,-2.03,10.66,7.31,10.81,7.31,10.71,7.31,4.9,1.4,5.06,1.56,True
59489,Raimbeaucourt,59,4015,False,2.98,2.7,135.62,107.84,34.51,13.28,4167.02,4012.0,3.11,-4.25,15.76,12.7,16.25,12.98,12.98,9.98,2.09,1.0,4.67,1.47,True
59491,Raismes,59,12055,False,6.04,5.38,258.4,194.2,74.95,22.82,11953.85,12140.0,6.28,-3.84,8.63,4.23,8.22,4.23,8.16,4.23,2.36,1.0,10.3,5.48,False
59497,Renescure,59,2128,False,3.83,3.16,160.9,141.96,47.89,20.59,2134.74,2130.0,4.19,-8.6,13.35,10.37,12.71,9.57,11.38,8.06,2.28,1.0,7.77,3.8,False
59499,Rexpoëde,59,1992,False,2.75,2.51,115.8,102.17,28.07,13.87,1923.27,1984.0,2.6,5.89,20.9,18.13,20.9,18.13,17.42,14.62,1.57,1.0,7.7,5.04,False
59501,Rieulay,59,1243,False,4.7,4.25,239.58,128.09,45.24,25.34,1305.15,1226.0,5.14,-8.73,14.1,12.06,13.68,11.63,6.1,4.39,1.52,1.0,5.22,3.44,False
59502,Rieux-en-Cambrésis,59,1438,False,3.34,2.71,257.56,126.8,45.98,17.8,1451.27,1432.0,3.67,-8.98,15.76,14.15,13.87,12.33,13.3,11.52,1.23,1.0,13.83,12.11,False
59507,Ronchin,59,19437,True,7.31,6.83,257.56,309.54,113.84,34.37,18941.59,19436.0,7.38,-1.04,5.29,2.52,5.29,2.52,4.33,1.02,1.43,1.0,3.34,1.0,True
59508,Roncq,59,13784,True,6.44,5.99,264.8,236.76,83.6,27.39,13728.42,13873.0,6.53,-1.41,10.49,7.55,10.49,7.55,4.64,1.0,1.9,1.0,2.9,1.0,True
59509,Roost-Warendin,59,5976,False,4.23,3.88,200.28,141.48,57.78,20.1,5951.86,5966.0,4.39,-3.69,11.96,8.43,12.24,8.71,9.24,5.71,1.6,1.0,2.06,1.0,True
59511,Rosult,59,1973,False,5.82,5.24,206.42,173.69,65.41,23.54,1944.96,1997.0,5.76,1.01,16.34,13.6,16.34,13.6,9.91,6.37,2.35,1.0,3.08,1.0,True
59512,Roubaix,59,98892,True,5.16,4.63,198.68,244.31,56.34,16.83,92860.8,99507.0,5.61,-8.03,3.98,1.0,3.98,1.0,3.4,1.0,1.25,1.0,4.74,1.0,True
59519,Rumegies,59,1740,False,4.8,4.3,137.21,147.39,46.65,17.71,1683.93,1738.0,4.6,4.42,25.03,21.56,25.03,21.56,13.84,11.18,1.58,1.0,1.66,1.0,True
59486,Râches,59,2660,False,5.3,4.9,247.49,181.2,66.14,23.01,2613.76,2644.0,5.6,-5.43,13.48,11.55,13.77,11.83,10.76,8.83,1.74,1.0,1.78,1.0,True
59504,Rœulx,59,3779,False,3.72,3.34,206.03,94.33,26.84,19.24,3671.94,3767.0,4.17,-10.68,8.5,6.66,8.08,6.23,8.5,6.66,1.33,1.0,6.1,4.25,False
59522,Sailly-lez-Lannoy,59,1949,True,2.09,1.89,108.16,75.35,26.08,14.05,1932.52,1936.0,2.25,-6.9,11.64,9.12,11.21,8.49,9.88,7.29,1.64,1.0,4.96,2.34,False
59523,Sainghin-en-Mélantois,59,2848,True,6.31,5.94,223.26,259.95,91.58,29.1,2829.75,2844.0,6.29,0.35,11.74,7.66,11.74,7.66,10.91,6.88,2.05,1.0,1.79,1.0,True
59524,Sainghin-en-Weppes,59,5641,True,3.83,3.58,126.49,155.2,43.47,25.28,5589.83,5663.0,3.91,-2.1,14.98,12.98,16.19,13.99,16.1,13.54,1.47,1.0,6.8,4.64,False
59526,Saint-Amand-les-Eaux,59,15980,False,4.97,4.44,155.06,156.18,50.1,18.22,16023.66,16042.0,4.94,0.53,15.24,9.5,15.23,9.5,3.71,1.0,1.96,1.0,4.15,1.0,True
59527,Saint-André-lez-Lille,59,12942,True,4.42,4.1,149.71,170.79,60.41,27.52,12475.41,12909.0,4.31,2.6,9.25,5.81,7.31,4.06,6.22,3.78,1.46,1.0,3.13,1.0,True
59535,Saint-Jans-Cappel,59,1642,False,3.16,2.87,77.9,102.97,31.27,17.27,1618.48,1609.0,3.06,3.33,19.52,17.21,19.52,17.21,7.34,5.06,1.7,1.0,6.38,4.26,False
59544,Saint-Saulve,59,11117,False,5.2,4.71,240.07,189.25,84.22,22.22,11207.47,11121.0,5.19,0.19,9.41,6.22,3.52,1.0,3.52,1.0,2.1,1.0,8.71,5.92,False
59546,Saint-Sylvestre-Cappel,59,1154,False,4.33,3.67,132.52,143.97,64.68,20.26,1151.49,1151.0,4.32,0.32,7.39,5.24,7.39,5.24,7.39,5.24,5.0,3.12,6.67,5.14,False
59550,Salomé,59,3051,True,5.96,5.57,254.59,206.18,70.78,28.5,2992.5,3116.0,6.02,-0.88,13.29,10.96,13.29,10.96,13.61,10.96,1.68,1.0,4.87,1.0,True
59551,Saméon,59,1738,False,5.03,4.53,162.14,143.6,50.06,17.61,1732.93,1722.0,4.9,2.65,20.12,16.34,20.12,16.34,14.85,11.29,4.38,2.38,4.63,2.11,False
59553,Santes,59,5660,True,4.76,4.4,174.66,213.42,60.05,27.75,5625.09,5656.0,4.82,-1.04,10.95,8.19,11.79,9.19,10.08,7.47,1.83,1.0,2.26,1.0,True
59557,Saultain,59,2553,False,5.83,5.2,255.66,182.32,73.63,22.96,2443.94,2526.0,6.02,-3.17,9.88,8.0,8.99,7.4,9.0,7.4,1.4,1.0,8.62,6.45,False
59559,Sebourg,59,1977,False,5.11,4.58,202.1,162.75,57.74,22.88,1966.57,1972.0,5.34,-4.18,17.68,13.66,14.89,11.66,14.88,11.66,2.82,1.0,11.15,6.6,False
59560,Seclin,59,12834,True,5.34,4.89,211.4,252.73,76.67,29.1,12750.62,13011.0,5.72,-6.65,3.37,1.0,3.83,1.0,3.97,1.0,1.5,1.0,2.79,1.0,True
59566,Sequedin,59,4762,True,5.65,5.11,223.32,248.55,65.71,26.06,4600.46,4722.0,5.66,-0.11,6.97,4.26,7.83,5.27,6.84,4.26,1.96,1.0,3.11,1.0,True
59569,Sin-le-Noble,59,15603,False,5.04,4.44,248.33,162.66,68.72,21.12,15652.13,15916.0,5.59,-9.76,5.81,1.97,6.52,3.48,5.56,1.97,2.09,1.0,4.36,1.0,True
59574,Somain,59,11790,False,3.73,3.33,197.03,95.96,31.38,22.9,11799.84,11902.0,4.08,-8.69,12.59,8.96,12.17,8.54,2.53,1.0,2.12,1.0,2.79,1.0,True
59578,Steenbecque,59,1650,False,3.46,3.0,123.46,103.0,42.44,16.39,1658.71,1626.0,3.42,1.32,10.58,8.32,10.58,8.32,10.58,8.32,1.81,1.0,10.09,7.83,False
59580,Steenvoorde,59,4324,False,5.04,4.43,157.25,181.64,68.46,25.98,4401.57,4308.0,4.97,1.47,12.2,9.75,12.2,9.75,12.17,9.75,2.18,1.0,2.64,1.0,True
59581,Steenwerck,59,3540,False,5.75,5.24,162.38,199.43,69.2,25.99,3493.82,3474.0,5.73,0.35,13.98,7.63,13.98,7.63,8.81,4.8,2.5,1.0,8.4,1.0,True
59585,Templemars,59,3635,True,4.91,4.5,197.24,232.79,72.67,28.99,3618.38,3630.0,5.23,-6.18,7.73,5.82,6.67,4.53,6.71,4.94,1.21,1.0,3.08,1.0,True
59586,Templeuve-en-Pévèle,59,6705,False,4.2,3.9,140.95,161.2,46.44,11.27,6901.2,6979.0,4.19,0.21,18.59,11.99,19.03,11.99,16.25,11.2,2.27,1.0,2.78,1.0,True
59592,Thumeries,59,4029,False,3.53,3.14,146.07,146.78,42.44,17.38,4033.63,4102.0,3.78,-6.59,16.45,13.17,16.95,13.67,8.94,6.74,2.2,1.0,5.48,3.13,False
59594,Thun-Saint-Amand,59,1110,False,4.42,3.92,132.57,140.2,43.44,13.8,1054.15,1102.0,4.39,0.52,22.04,18.5,22.04,18.5,10.35,6.8,4.42,2.03,4.21,1.83,True
59598,Toufflers,59,3910,True,3.74,3.38,189.74,133.98,46.48,20.86,3916.0,3964.0,3.95,-5.34,9.92,8.05,9.92,8.05,8.09,5.96,1.46,1.0,2.0,1.0,True
59599,Tourcoing,59,99011,True,4.23,3.99,240.65,154.19,61.55,17.3,94089.88,99160.0,4.44,-4.73,6.45,1.0,6.45,1.0,3.1,1.0,1.32,1.0,2.26,1.0,True
59602,Tressin,59,1395,True,4.5,4.15,180.85,168.11,62.38,27.74,1346.3,1390.0,4.57,-1.6,13.64,11.68,13.05,10.5,12.3,9.3,1.73,1.0,7.41,6.06,False
59603,Trith-Saint-Léger,59,6124,False,3.67,3.17,166.71,114.9,48.08,19.2,5975.02,6062.0,3.84,-4.63,7.25,4.23,7.24,4.23,7.33,4.23,2.14,1.0,5.94,3.54,False
59588,Téteghem-Coudekerque-Village,59,8384,False,5.06,4.49,258.16,192.07,78.03,18.79,8343.18,8272.0,4.96,2.06,6.97,2.44,6.97,2.44,5.97,1.57,2.08,1.0,3.35,1.0,True
59606,Valenciennes,59,42991,False,4.37,3.88,202.22,157.93,77.15,21.49,41706.06,42979.0,4.24,3.07,3.8,1.0,3.84,1.0,3.96,1.0,1.58,1.0,4.1,1.0,True
59609,Vendeville,59,1546,True,10.52,9.75,401.3,439.17,160.92,44.47,1601.04,1615.0,10.76,-2.29,9.74,7.03,9.45,7.03,4.96,3.43,2.74,1.59,3.66,2.32,False
59610,Verchain-Maugré,59,1102,False,3.37,2.86,193.33,108.25,35.17,16.61,1069.9,1103.0,3.85,-12.32,14.28,11.85,13.23,10.8,14.28,11.85,5.29,3.86,11.08,9.64,False
59611,Verlinghem,59,2673,True,6.16,5.71,222.29,257.36,83.68,33.71,2645.02,2678.0,6.14,0.42,8.63,4.91,7.05,3.16,7.02,3.16,1.91,1.0,8.31,4.43,False
59615,Vieux-Berquin,59,2649,False,5.66,5.02,175.84,185.64,82.74,23.38,2618.32,2641.0,5.55,1.95,11.55,5.83,11.55,5.83,11.54,5.83,2.89,1.0,9.1,5.54,False
59616,Vieux-Condé,59,10446,False,3.88,3.4,153.19,142.39,35.0,12.76,10272.87,10455.0,4.18,-7.32,22.85,19.04,17.8,13.99,16.98,13.18,1.91,1.0,6.65,2.96,False
59009,Villeneuve-d'Ascq,59,62067,True,5.38,5.04,197.77,232.1,84.66,34.6,58528.25,62342.0,5.4,-0.35,9.2,4.85,7.55,1.0,7.05,1.0,1.54,1.0,3.2,1.0,True
59622,Villers-en-Cauchies,59,1161,False,2.5,2.03,159.37,82.43,27.69,11.36,1156.65,1148.0,2.69,-6.88,18.02,16.9,16.36,15.08,15.54,14.27,4.32,2.9,8.78,7.8,False
59629,Vred,59,1311,False,4.94,4.49,239.31,138.65,51.56,25.48,1302.96,1311.0,5.31,-6.91,15.83,13.51,16.5,14.18,9.96,6.99,4.54,2.22,9.01,6.04,False
59630,Wahagnies,59,2605,False,3.56,3.11,147.37,142.83,45.4,16.46,2596.52,2596.0,3.86,-7.9,13.3,11.71,13.89,12.21,5.96,3.21,1.67,1.0,7.5,5.74,False
59632,Wallers,59,5598,False,4.04,3.57,200.98,112.18,38.22,17.99,5586.1,5618.0,4.32,-6.48,8.69,4.9,7.9,3.97,8.69,4.9,2.61,1.0,9.84,4.79,False
59636,Wambrechies,59,10798,True,7.14,6.63,252.32,299.61,101.18,34.22,10878.7,10984.0,7.11,0.49,10.43,6.68,8.68,4.93,8.79,6.07,2.04,1.0,8.44,5.69,False
59637,Wandignies-Hamage,59,1318,False,3.83,3.49,171.84,107.19,38.32,18.44,1278.5,1310.0,3.93,-2.62,16.99,15.18,16.41,14.35,9.46,6.93,5.19,3.01,8.49,5.98,False
59638,Wannehain,59,1331,False,2.66,2.44,91.29,109.57,33.57,16.53,1257.36,1332.0,2.66,0.08,19.59,17.22,19.59,17.22,18.82,16.43,5.76,3.93,12.71,11.0,False
59639,Wargnies-le-Grand,59,1101,False,4.6,4.05,180.48,137.2,52.38,27.42,1069.15,1113.0,4.73,-2.79,16.34,13.97,15.34,12.98,12.44,10.46,4.93,3.18,12.82,11.03,False
59641,Warhem,59,2022,False,3.47,3.12,150.68,131.16,45.18,16.52,2022.12,2035.0,3.25,6.8,15.75,12.04,15.75,12.04,12.36,8.53,1.95,1.0,7.69,4.32,False
59646,Wasquehal,59,20836,True,4.27,3.92,170.8,179.09,63.16,27.4,20683.87,20674.0,4.24,0.78,6.78,3.89,6.37,3.89,4.84,1.92,1.83,1.0,3.2,1.0,True
59647,Watten,59,2577,False,2.49,2.29,150.43,94.89,28.65,15.78,2586.61,2567.0,2.63,-5.14,21.15,19.43,21.21,19.48,15.64,13.91,1.82,1.0,1.97,1.0,True
59648,Wattignies,59,15531,True,3.99,3.68,177.73,202.62,53.66,22.42,15424.05,15756.0,4.31,-7.35,5.94,2.76,4.97,1.77,5.07,1.88,1.81,1.0,2.88,1.0,True
59650,Wattrelos,59,40836,True,4.27,3.86,197.57,203.72,45.34,10.96,39675.74,40881.0,4.66,-8.49,8.26,3.11,8.26,3.11,3.47,1.0,1.46,1.0,2.47,1.0,True
59651,Wavrechain-sous-Denain,59,1616,False,4.99,4.35,256.7,134.09,51.97,24.35,1573.42,1606.0,5.39,-7.38,3.37,2.73,2.31,1.68,3.37,2.73,1.48,1.0,4.46,3.82,False
59653,Wavrin,59,7773,True,5.43,5.08,181.96,226.95,69.27,29.66,7547.89,7777.0,5.48,-0.95,13.32,9.85,13.45,9.65,13.3,9.5,2.26,1.0,3.12,1.0,True
59654,Waziers,59,7354,False,4.79,4.34,242.64,160.67,68.13,22.49,7043.32,7312.0,5.25,-8.72,8.55,5.35,8.84,5.64,6.21,3.51,2.15,1.0,3.93,1.0,True
59656,Wervicq-Sud,59,5299,True,3.81,3.59,129.99,146.8,42.25,13.38,5257.56,5446.0,4.05,-5.91,16.86,15.0,16.86,15.0,11.57,9.11,1.57,1.0,6.0,2.71,False
59660,Willems,59,2996,True,3.92,3.56,170.21,146.6,52.32,25.13,2926.62,2969.0,4.06,-3.59,13.83,11.39,13.57,9.99,12.18,8.79,1.41,1.0,1.49,1.0,True
59662,Winnezeele,59,1300,False,3.46,3.12,117.92,127.16,38.44,19.04,1235.59,1280.0,3.37,2.55,16.08,13.56,16.1,13.56,16.01,13.56,5.42,3.31,5.45,2.88,False
59663,Wormhout,59,5705,False,3.35,3.03,119.83,136.72,42.04,17.7,5733.44,5645.0,3.26,2.88,21.19,15.55,21.61,15.55,19.82,14.42,1.97,1.0,11.14,4.81,False
59185,Écaillon,59,1910,False,3.22,2.93,153.65,78.82,25.58,12.17,1891.97,1883.0,3.5,-7.95,12.91,11.44,13.87,12.4,8.22,6.22,2.02,1.0,5.25,3.31,False
