code_insee,commune,dep,PMUN,dans_MEL,indice_atmo_moyen,air_pct_jours_bons,air_pct_jours_degrades,air_pct_jours_mauvais,air_nb_jours,artif_pct_2009_2024,imper_pct_2021,imper_flux_2018_2021
62160,Boulogne-sur-Mer,62,40910,False,2.27,81.07,18.93,9.47,169,0.11,59.98,0.13
62164,Bourlon,62,1140,False,2.37,73.37,26.63,11.24,169,0.2,4.14,-0.01
62170,Bouvigny-Boyeffles,62,2371,False,2.39,71.6,28.4,11.24,169,1.19,7.28,0.07
62173,Brebières,62,5169,False,2.38,73.37,26.63,11.83,169,8.89,17.12,-0.04
62178,Bruay-la-Buissière,62,21827,False,2.41,71.6,28.4,12.43,169,1.98,27.93,0.48
62181,Bucquoy,62,1480,False,2.37,71.6,28.4,9.47,169,0.19,3.08,0.03
62186,Bully-les-Mines,62,12221,False,2.38,72.19,27.81,11.83,169,9.07,31.54,0.85
62188,Burbure,62,2819,False,2.39,72.19,27.81,11.83,169,0.52,11.47,0.07
62190,Busnes,62,1245,False,2.4,70.41,29.59,11.24,169,2.04,6.57,0.55
62119,Béthune,62,24992,False,2.42,69.82,30.18,12.43,169,1.24,52.44,0.47
62193,Calais,62,67380,False,2.4,72.78,27.22,12.43,169,2.87,39.79,2.07
62194,Calonne-Ricouart,62,5463,False,2.38,72.19,27.81,11.24,169,1.8,26.92,0.2
62195,Calonne-sur-la-Lys,62,1560,False,2.43,69.23,30.77,12.43,169,0.86,5.4,0.03
62200,Cambrin,62,1228,False,2.4,71.6,28.4,12.43,169,5.61,15.08,0.36
62215,Carvin,62,17852,False,2.4,72.78,27.22,13.61,169,4.91,20.73,0.5
62224,Chocques,62,2824,False,2.41,71.01,28.99,12.43,169,1.97,10.53,0.09
62240,Corbehem,62,2266,False,2.37,73.37,26.63,10.65,169,6.65,18.93,-1.56
62249,Courcelles-lès-Lens,62,8213,False,2.38,73.96,26.04,13.02,169,12.28,29.15,0.42
62250,Courrières,62,10199,False,2.38,73.96,26.04,12.43,169,2.44,23.19,0.46
62262,Cuinchy,62,1754,False,2.41,70.41,29.59,12.43,169,1.56,10.86,0.22
62263,Dainville,62,5703,False,2.38,72.19,27.81,10.65,169,2.16,15.8,0.4
62274,Dourges,62,5997,False,2.38,73.96,26.04,12.43,169,14.38,26.18,4.28
62276,Douvrin,62,5795,False,2.41,71.01,28.99,13.02,169,6.02,20.83,3.39
62277,Drocourt,62,2943,False,2.37,73.96,26.04,11.83,169,2.68,17.06,0.23
62279,Duisans,62,1383,False,2.37,72.78,27.22,10.65,169,3.13,8.28,0.75
62310,Essars,62,1755,False,2.43,69.23,30.77,12.43,169,3.87,13.06,-0.04
62311,Estevelles,62,2024,False,2.38,73.37,26.63,12.43,169,7.25,14.57,0.11
62323,Fampoux,62,1219,False,2.38,72.78,27.22,11.83,169,0.62,5.34,0.11
62330,Festubert,62,1266,False,2.42,69.82,30.18,12.43,169,0.81,5.03,0.05
62331,Feuchy,62,1015,False,2.38,72.19,27.81,11.24,169,1.31,9.68,0.08
62338,Fleurbaix,62,2862,False,2.41,70.41,29.59,13.02,169,1.35,7.37,0.31
62349,Fouquereuil,62,1632,False,2.41,71.01,28.99,12.43,169,3.18,17.29,0.25
62350,Fouquières-lès-Béthune,62,1115,False,2.41,71.01,28.99,12.43,169,2.44,24.1,1.94
62351,Fouquières-lès-Lens,62,6233,False,2.36,74.56,25.44,11.83,169,1.88,27.82,0.16
62371,Givenchy-en-Gohelle,62,2026,False,2.38,72.78,27.22,11.83,169,1.69,7.86,0.22
62373,Givenchy-lès-la-Bassée,62,1006,False,2.4,71.01,28.99,12.43,169,0.91,6.06,0.06
62376,Gonnehem,62,2507,False,2.42,69.82,30.18,12.43,169,0.97,5.53,0.1
62383,Gouy-sous-Bellonne,62,1396,False,2.37,73.96,26.04,11.24,169,1.43,6.33,0.27
62386,Grenay,62,6704,False,2.4,71.6,28.4,12.43,169,3.83,42.16,0.87
62391,Guarbecque,62,1369,False,2.4,70.41,29.59,11.24,169,3.5,8.39,0.04
62400,Haillicourt,62,4884,False,2.4,71.6,28.4,11.83,169,7.86,19.94,0.84
62401,Haisnes,62,4427,False,2.4,71.6,28.4,13.02,169,3.74,14.05,0.29
62412,Hardinghen,62,1219,False,2.31,78.11,21.89,9.47,169,1.09,4.71,0.12
62413,Harnes,62,12317,False,2.38,73.37,26.63,12.43,169,4.13,26.04,0.29
62443,Hersin-Coupigny,62,6147,False,2.4,71.6,28.4,11.83,169,5.59,12.14,0.12
62452,Heuringhem,62,1379,False,2.37,71.6,28.4,9.47,169,2.41,7.26,0.25
62454,Hinges,62,2417,False,2.43,68.64,31.36,12.43,169,2.77,8.3,0.26
62457,Houdain,62,7030,False,2.39,71.6,28.4,11.24,169,2.44,22.39,0.2
62464,Hulluch,62,3367,False,2.4,71.6,28.4,13.02,169,1.75,13.1,0.07
62427,Hénin-Beaumont,62,26035,False,2.38,73.37,26.63,12.43,169,4.91,30.15,0.48
62476,Izel-lès-Équerchin,62,1058,False,2.38,73.37,26.63,11.83,169,0.39,4.91,0.03
62252,La Couture,62,2616,False,2.43,69.23,30.77,12.43,169,1.35,6.21,0.08
62479,Labeuvrière,62,1654,False,2.41,71.01,28.99,12.43,169,1.3,10.12,0.14
62480,Labourse,62,2894,False,2.4,71.6,28.4,12.43,169,9.11,18.85,1.12
62489,Lapugnoy,62,3518,False,2.39,72.19,27.81,11.83,169,1.56,8.83,0.24
62491,Laventie,62,4969,False,2.41,69.82,30.18,13.02,169,0.74,7.14,0.2
62497,Leforest,62,7179,False,2.39,73.37,26.63,13.02,169,2.03,20.93,0.14
62498,Lens,62,32618,False,2.38,72.78,27.22,12.43,169,0.53,55.23,0.31
62502,Lestrem,62,5073,False,2.43,69.23,30.77,12.43,169,2.4,9.85,0.66
62907,Libercourt,62,8138,False,2.38,74.56,25.44,13.61,169,2.53,37.46,0.05
62516,Lillers,62,9988,False,2.41,71.01,28.99,11.83,169,2.11,11.12,0.22
62510,Liévin,62,30149,False,2.4,71.01,28.99,11.83,169,6.06,45.97,0.91
62520,Locon,62,2342,False,2.43,68.64,31.36,12.43,169,1.01,7.68,0.03
62523,Loison-sous-Lens,62,5255,False,2.37,73.37,26.63,11.83,169,5.54,36.39,0.45
62525,Longuenesse,62,10568,False,2.4,70.41,29.59,10.06,169,4.2,27.16,0.28
62528,Loos-en-Gohelle,62,6896,False,2.39,72.19,27.81,12.43,169,2.63,14.14,0.26
62529,Lorgies,62,1609,False,2.41,71.01,28.99,13.02,169,1.36,7.88,0.3
62540,Maisnil-lès-Ruitz,62,1691,False,2.39,71.6,28.4,11.24,169,2.0,10.14,0.33
62543,Mametz,62,1998,False,2.37,73.37,26.63,10.65,169,1.85,7.54,0.03
62557,Marœuil,62,2441,False,2.38,72.19,27.81,11.24,169,1.05,6.61,0.2
62563,Mazingarbe,62,8068,False,2.4,71.6,28.4,12.43,169,2.26,19.54,0.54
62573,Meurchin,62,3717,False,2.39,72.78,27.22,13.02,169,3.57,15.11,0.14
62584,Mont-Bernanchon,62,1316,False,2.43,68.64,31.36,12.43,169,0.65,4.79,0.04
62587,Montigny-en-Gohelle,62,9870,False,2.37,73.96,26.04,11.83,169,4.05,43.91,0.62
62570,Méricourt,62,11431,False,2.38,72.19,27.81,11.83,169,3.09,25.26,0.4
62606,Neuve-Chapelle,62,1419,False,2.4,71.01,28.99,13.02,169,4.01,15.47,0.17
62609,Neuville-Saint-Vaast,62,1603,False,2.38,72.19,27.81,11.24,169,1.08,5.74,0.1
62620,Norrent-Fontes,62,1362,False,2.39,71.6,28.4,11.24,169,1.15,9.0,0.11
62624,Noyelles-Godault,62,5906,False,2.38,73.96,26.04,12.43,169,9.77,37.93,0.47
62626,Noyelles-lès-Vermelles,62,2294,False,2.4,71.6,28.4,12.43,169,1.01,20.21,-0.1
62628,Noyelles-sous-Lens,62,6659,False,2.37,73.96,26.04,11.83,169,2.19,41.18,0.53
62617,Nœux-les-Mines,62,11520,False,2.4,72.19,27.81,12.43,169,3.11,27.58,0.25
62637,Oignies,62,10210,False,2.38,73.96,26.04,12.43,169,5.24,36.65,0.61
62638,Oisy-le-Verger,62,1188,False,2.38,73.37,26.63,11.83,169,0.42,3.4,0.0
62666,Pont-à-Vendin,62,3136,False,2.39,72.78,27.22,13.02,169,1.42,27.88,0.2
62684,Racquinghem,62,2214,False,2.38,71.6,28.4,10.06,169,2.87,11.38,0.16
62693,Rebreuve-Ranchicourt,62,1071,False,2.38,72.19,27.81,11.24,169,0.61,3.8,0.02
62706,Richebourg,62,2618,False,2.43,69.23,30.77,13.02,169,1.1,5.5,0.08
62712,Rivière,62,1124,False,2.37,72.19,27.81,9.47,169,0.39,4.28,-0.0
62713,Robecq,62,1329,False,2.41,69.82,30.18,11.83,169,1.13,5.04,0.07
62724,Rouvroy,62,8797,False,2.38,73.37,26.63,11.83,169,6.34,25.86,0.42
62727,Ruitz,62,1509,False,2.4,71.6,28.4,11.83,169,11.24,22.19,0.59
62718,Rœux,62,1390,False,2.37,73.37,26.63,11.83,169,0.45,9.76,0.01
62735,Sailly-Labourse,62,2577,False,2.41,71.01,28.99,12.43,169,1.9,10.2,0.33
62736,Sailly-sur-la-Lys,62,3883,False,2.4,71.01,28.99,13.02,169,1.63,9.94,0.13
62737,Sains-en-Gohelle,62,5995,False,2.39,72.19,27.81,12.43,169,1.21,22.21,0.19
62753,Saint-Laurent-Blangy,62,6507,False,2.38,72.78,27.22,11.83,169,6.05,25.25,1.81
62764,Saint-Nicolas,62,4603,False,2.38,72.78,27.22,11.83,169,0.62,26.33,-0.45
62765,Saint-Omer,62,14661,False,2.39,70.41,29.59,9.47,169,0.96,15.37,0.0
62770,Saint-Venant,62,3022,False,2.4,70.41,29.59,11.83,169,1.32,7.91,0.0
62744,Sainte-Catherine,62,3594,False,2.37,72.78,27.22,11.24,169,2.65,23.88,0.71
62771,Sallaumines,62,9650,False,2.38,72.78,27.22,11.83,169,2.22,43.14,0.26
62793,Servins,62,1134,False,2.38,72.78,27.22,11.24,169,1.26,5.34,0.08
62801,Souchez,62,2658,False,2.39,71.6,28.4,11.83,169,0.84,10.93,0.12
62810,Thélus,62,1271,False,2.38,72.78,27.22,11.83,169,1.42,7.61,0.36
62817,Tilloy-lès-Mofflaines,62,1519,False,2.38,72.19,27.81,11.24,169,2.15,13.91,0.36
62836,Vaudricourt,62,1104,False,2.41,71.01,28.99,12.43,169,2.64,10.78,0.15
62842,Vendin-le-Vieil,62,8381,False,2.41,71.01,28.99,13.02,169,5.53,25.33,0.22
62841,Vendin-lès-Béthune,62,2393,False,2.42,69.82,30.18,12.43,169,2.86,17.1,0.2
62846,Vermelles,62,4748,False,2.4,71.6,28.4,12.43,169,1.23,9.78,0.15
62847,Verquigneul,62,2016,False,2.4,71.6,28.4,12.43,169,2.61,19.57,0.62
62848,Verquin,62,3459,False,2.4,71.6,28.4,12.43,169,5.12,22.95,1.04
62861,Vimy,62,4307,False,2.38,72.78,27.22,11.83,169,1.12,10.81,0.11
62863,Violaines,62,3831,False,2.41,70.41,29.59,13.02,169,2.02,11.69,0.36
62865,Vitry-en-Artois,62,4787,False,2.38,73.37,26.63,11.83,169,1.45,7.81,0.12
62869,Wailly,62,1081,False,2.37,72.19,27.81,9.47,169,0.34,4.1,0.37
62875,Wardrecques,62,1346,False,2.38,71.01,28.99,9.47,169,3.18,14.31,0.24
62895,Wingles,62,8742,False,2.4,72.19,27.81,13.02,169,3.43,30.22,0.54
62905,Zudausques,62,1040,False,2.34,74.56,25.44,9.47,169,2.33,5.35,0.21
62284,Écourt-Saint-Quentin,62,1691,False,2.38,73.37,26.63,11.83,169,0.27,5.14,0.1
62291,Éleu-dit-Leauwette,62,2829,False,2.37,73.37,26.63,11.83,169,0.43,47.06,0.6
62321,Évin-Malmaison,62,4674,False,2.39,73.37,26.63,13.02,169,5.43,19.92,0.38
