code_insee,commune,dep,PMUN,dans_MEL,acces_creche_moy_min,acces_creche_min_min,acces_maternelle_moy_min,acces_maternelle_min_min,acces_elementaire_moy_min,acces_elementaire_min_min,acces_college_moy_min,acces_college_min_min,acces_lycee_moy_min,acces_lycee_min_min,ecole_sur_place,college_sur_place,creche_sur_place,places_creche,part_0_14ans,places_creche_col_pour_100_moins3,couverture_petite_enfance_epci,couverture_creche_epci,couverture_assmat_epci
59390,Masny,59,4056,False,6.7,4.8,1.6,1.0,1.6,1.0,2.4,1.0,7.7,4.4,1,1,0,0,19.0,0.0,56.0,7.2,35.6
59392,Maubeuge,59,29066,False,3.1,1.0,1.6,1.0,1.6,1.0,2.4,1.0,3.1,1.0,1,1,1,94,19.4,8.0,41.4,7.4,23.3
59399,Merris,59,1049,False,9.1,4.5,1.6,1.0,1.6,1.0,10.2,5.8,9.8,6.1,1,0,0,0,18.3,0.0,74.6,11.3,49.7
59400,Merville,59,9652,False,3.1,1.0,2.5,1.0,2.4,1.0,2.6,1.0,8.6,2.5,1,1,1,20,20.7,5.0,73.5,14.7,46.8
59408,Moncheaux,59,1703,False,7.8,6.1,1.8,1.0,1.8,1.0,4.7,2.8,10.9,9.2,1,0,0,0,19.0,0.0,76.0,19.9,46.5
59409,Monchecourt,59,2501,False,8.6,6.8,1.6,1.0,1.2,1.0,6.9,4.1,12.2,10.2,1,0,0,0,21.2,0.0,56.0,7.2,35.6
59410,Mons-en-Barœul,59,21467,True,1.6,1.0,1.2,1.0,1.2,1.0,1.8,1.0,3.9,2.1,1,1,1,140,20.7,16.0,62.4,26.0,27.1
59411,Mons-en-Pévèle,59,2089,False,9.1,5.6,2.4,1.0,2.4,1.0,5.9,1.2,12.1,8.8,1,0,0,0,15.0,0.0,76.0,19.9,46.5
59414,Montigny-en-Ostrevent,59,4681,False,4.7,3.0,1.6,1.0,2.1,1.0,3.3,1.3,2.5,1.0,1,0,0,0,16.1,0.0,56.0,7.2,35.6
59416,Morbecque,59,2509,False,6.3,2.0,2.5,1.0,2.5,1.0,7.0,2.5,6.9,2.2,1,0,0,0,15.9,0.0,74.6,11.3,49.7
59418,Mortagne-du-Nord,59,1584,False,11.5,8.6,1.6,1.0,1.6,1.0,2.3,1.0,11.7,8.9,1,1,0,0,21.0,0.0,52.9,9.2,32.1
59419,Mouchin,59,1441,False,9.6,6.3,1.6,1.0,1.6,1.0,9.4,6.1,8.6,4.7,1,0,0,0,19.4,0.0,76.0,19.9,46.5
59421,Mouvaux,59,13173,True,2.3,1.0,1.6,1.0,1.6,1.0,3.1,1.0,3.7,1.0,1,1,1,28,18.7,6.0,62.4,26.0,27.1
59398,Mérignies,59,3360,False,8.2,4.6,2.7,1.0,2.7,1.0,3.7,1.3,14.2,10.2,1,0,0,0,20.4,0.0,76.0,19.9,46.5
59401,Méteren,59,2256,False,2.7,1.0,2.0,1.0,2.0,1.0,5.4,2.4,5.9,2.7,1,0,1,40,18.8,48.0,74.6,11.3,49.7
59423,Neuf-Berquin,59,1403,False,5.4,3.0,1.5,1.0,1.5,1.0,4.8,3.1,4.5,2.3,1,0,0,0,20.4,0.0,74.6,11.3,49.7
59426,Neuville-en-Ferrain,59,10160,True,2.5,1.0,1.8,1.0,1.8,1.0,2.7,1.0,5.2,3.1,1,1,1,44,18.8,12.0,62.4,26.0,27.1
59431,Nieppe,59,7606,False,2.6,1.0,1.6,1.0,1.6,1.0,2.6,1.0,5.1,2.4,1,1,1,13,18.5,5.0,74.6,11.3,49.7
59434,Nivelle,59,1379,False,5.5,2.9,2.4,1.0,2.4,1.0,6.1,3.4,5.8,3.1,1,0,0,0,16.7,0.0,52.9,9.2,32.1
59435,Nomain,59,2585,False,7.5,2.9,2.4,1.0,2.4,1.0,7.3,2.7,6.5,2.3,1,0,0,0,18.0,0.0,76.0,19.9,46.5
59447,Onnaing,59,8719,False,2.4,1.0,1.8,1.0,1.6,1.0,3.7,1.0,8.0,5.1,1,1,1,41,20.6,12.0,50.4,16.1,24.0
59449,Orchies,59,8455,False,2.8,1.0,3.1,1.0,2.8,1.0,3.2,1.0,3.3,1.0,1,1,1,42,16.4,15.0,76.0,19.9,46.5
59452,Ostricourt,59,5829,False,1.9,1.0,1.8,1.0,1.6,1.0,2.3,1.0,5.2,2.5,1,1,1,15,23.2,5.0,76.0,19.9,46.5
59456,Pecquencourt,59,6232,False,2.5,1.0,1.5,1.0,1.7,1.0,2.5,1.0,4.7,1.0,1,1,1,20,20.5,8.0,56.0,7.2,35.6
59459,Petite-Forêt,59,5058,False,2.4,1.0,1.7,1.0,1.9,1.0,2.9,1.0,4.6,1.0,1,1,1,20,18.2,11.0,50.4,16.1,24.0
59462,Phalempin,59,4849,False,1.9,1.0,2.7,1.0,2.7,1.0,8.0,3.7,6.9,4.9,1,0,1,14,16.0,9.0,76.0,19.9,46.5
59466,Pont-à-Marcq,59,2883,False,5.1,3.2,2.8,1.0,2.8,1.0,1.6,1.0,11.3,9.5,1,1,0,0,16.8,0.0,76.0,19.9,46.5
59475,Prouvy,59,2173,False,6.6,1.7,1.4,1.0,1.4,1.0,2.6,1.0,4.8,3.0,1,0,1,20,18.3,25.0,50.4,16.1,24.0
59477,Provin,59,4469,True,4.6,3.0,1.4,1.0,1.4,1.0,3.0,1.0,9.3,7.2,1,1,0,0,21.1,0.0,62.4,26.0,27.1
59470,Prémesques,59,2060,True,4.6,2.8,2.1,1.0,2.1,1.0,5.3,3.3,8.3,6.5,1,0,0,0,17.7,0.0,62.4,26.0,27.1
59471,Préseau,59,2065,False,1.6,1.0,1.2,1.0,1.2,1.0,7.1,5.9,7.0,5.4,1,0,1,16,20.7,19.0,50.4,16.1,24.0
59457,Pérenchies,59,8519,True,2.7,1.0,2.3,1.0,2.4,1.0,3.1,1.0,6.7,4.0,1,1,1,39,19.0,12.0,62.4,26.0,27.1
59458,Péronne-en-Mélantois,59,1004,True,10.9,8.3,2.4,1.0,2.3,1.0,9.3,7.4,13.0,7.4,1,0,0,0,16.9,0.0,62.4,26.0,27.1
59479,Quarouble,59,3131,False,2.0,1.0,1.6,1.0,1.7,1.0,5.6,2.1,8.3,5.1,1,0,0,0,17.7,0.0,50.4,16.1,24.0
59482,Quesnoy-sur-Deûle,59,6920,True,2.0,1.0,1.9,1.0,1.9,1.0,10.2,5.4,13.3,9.1,1,0,1,15,19.1,6.0,62.4,26.0,27.1
59485,Quiévy,59,1801,False,9.6,7.4,1.3,1.0,1.3,1.0,8.3,6.0,9.3,7.0,1,0,0,0,19.7,0.0,57.2,4.4,40.2
59487,Radinghem-en-Weppes,59,1393,True,9.3,7.1,1.9,1.0,1.9,1.0,5.1,3.0,5.2,3.0,1,0,0,0,18.6,0.0,62.4,26.0,27.1
59489,Raimbeaucourt,59,4015,False,5.4,2.3,1.7,1.0,1.7,1.0,5.6,2.8,8.5,5.6,1,0,0,0,15.0,0.0,55.6,15.4,29.7
59491,Raismes,59,12055,False,3.8,1.0,1.8,1.0,1.7,1.0,3.3,1.0,7.0,2.2,1,1,1,13,20.4,3.0,52.9,9.2,32.1
59497,Renescure,59,2128,False,8.9,5.6,1.9,1.0,1.9,1.0,7.1,3.6,11.0,7.6,1,0,0,0,17.2,0.0,74.6,11.3,49.7
59499,Rexpoëde,59,1992,False,7.6,4.9,1.3,1.0,1.3,1.0,7.8,5.2,9.7,7.0,1,0,0,0,19.7,0.0,79.5,9.0,56.8
59501,Rieulay,59,1243,False,5.5,3.6,1.4,1.0,1.4,1.0,5.3,2.1,4.6,2.8,1,0,0,0,13.6,0.0,56.0,7.2,35.6
59502,Rieux-en-Cambrésis,59,1438,False,3.8,2.4,1.3,1.0,1.3,1.0,5.7,4.5,12.7,10.9,1,0,0,0,17.4,0.0,66.9,10.8,41.3
59507,Ronchin,59,19437,True,1.8,1.0,1.5,1.0,1.7,1.0,2.1,1.0,4.1,1.3,1,1,1,102,20.2,13.0,62.4,26.0,27.1
59508,Roncq,59,13784,True,2.7,1.0,2.0,1.0,1.9,1.0,3.2,1.0,5.0,1.0,1,1,1,49,18.4,10.0,62.4,26.0,27.1
59509,Roost-Warendin,59,5976,False,2.4,1.0,1.6,1.0,1.6,1.0,2.7,1.0,5.1,1.6,1,1,1,15,18.0,7.0,55.6,15.4,29.7
59511,Rosult,59,1973,False,4.5,2.0,2.5,1.0,2.5,1.0,6.5,2.7,9.2,5.9,1,0,0,0,19.2,0.0,52.9,9.2,32.1
59512,Roubaix,59,98892,True,1.4,1.0,1.2,1.0,1.2,1.0,1.8,1.0,1.9,1.0,1,1,1,853,24.9,17.0,62.4,26.0,27.1
59519,Rumegies,59,1740,False,12.7,9.4,1.6,1.0,1.6,1.0,12.5,9.6,12.9,10.3,1,0,0,0,18.3,0.0,52.9,9.2,32.1
59486,Râches,59,2660,False,5.2,3.3,2.2,1.0,3.0,1.0,3.9,2.1,6.6,4.7,1,0,0,0,19.4,0.0,55.6,15.4,29.7
59504,Rœulx,59,3779,False,3.3,1.5,1.2,1.0,1.3,1.0,3.0,1.1,6.5,4.7,1,0,0,0,20.6,0.0,52.9,9.2,32.1
59522,Sailly-lez-Lannoy,59,1949,True,5.7,3.1,1.7,1.0,1.8,1.0,9.3,6.6,8.4,6.0,1,0,0,0,19.2,0.0,62.4,26.0,27.1
59523,Sainghin-en-Mélantois,59,2848,True,5.7,3.5,2.0,1.0,2.0,1.0,7.0,2.3,9.2,4.4,1,0,1,40,19.5,36.0,62.4,26.0,27.1
59524,Sainghin-en-Weppes,59,5641,True,7.5,5.0,2.0,1.0,2.3,1.0,6.3,3.8,8.8,6.2,1,0,0,0,19.3,0.0,62.4,26.0,27.1
59526,Saint-Amand-les-Eaux,59,15980,False,2.6,1.0,1.8,1.0,2.0,1.0,3.3,1.0,3.4,1.0,1,1,1,85,18.1,15.0,52.9,9.2,32.1
59527,Saint-André-lez-Lille,59,12942,True,1.9,1.0,1.9,1.0,1.9,1.0,2.2,1.0,2.9,1.0,1,1,1,103,17.9,22.0,62.4,26.0,27.1
59535,Saint-Jans-Cappel,59,1642,False,7.1,4.3,1.6,1.0,1.6,1.0,5.3,2.9,7.2,4.9,1,0,0,0,17.2,0.0,74.6,11.3,49.7
59544,Saint-Saulve,59,11117,False,2.5,1.0,1.7,1.0,1.7,1.0,2.5,1.0,4.4,1.7,1,1,1,44,18.7,11.0,50.4,16.1,24.0
59546,Saint-Sylvestre-Cappel,59,1154,False,6.2,4.4,1.2,1.0,1.2,1.0,6.7,5.0,8.6,6.5,1,0,0,0,19.0,0.0,74.6,11.3,49.7
59550,Salomé,59,3051,True,7.6,5.6,1.9,1.0,1.9,1.0,5.4,2.1,5.4,2.1,1,0,0,0,21.3,0.0,62.4,26.0,27.1
59551,Saméon,59,1738,False,8.7,4.9,2.1,1.0,2.1,1.0,11.2,7.7,12.5,10.4,1,0,0,0,18.7,0.0,76.0,19.9,46.5
59553,Santes,59,5660,True,2.0,1.0,1.9,1.0,1.9,1.0,5.0,2.3,6.6,4.0,1,0,1,20,18.1,10.0,62.4,26.0,27.1
59557,Saultain,59,2553,False,1.6,1.0,1.6,1.0,1.5,1.0,3.9,1.9,2.7,1.0,1,0,1,12,19.4,12.0,50.4,16.1,24.0
59559,Sebourg,59,1977,False,2.9,1.0,2.4,1.0,2.4,1.0,2.6,1.0,9.9,5.9,1,1,1,12,20.9,15.0,50.4,16.1,24.0
59560,Seclin,59,12834,True,3.1,1.0,2.0,1.0,2.3,1.0,2.8,1.0,3.2,1.0,1,1,1,117,18.8,24.0,62.4,26.0,27.1
59566,Sequedin,59,4762,True,2.0,1.0,1.8,1.0,1.8,1.0,4.5,1.1,5.5,2.1,1,0,1,15,13.4,12.0,62.4,26.0,27.1
59569,Sin-le-Noble,59,15603,False,3.5,1.0,1.7,1.0,1.7,1.0,3.5,1.0,3.6,1.0,1,1,1,60,20.0,9.0,55.6,15.4,29.7
59574,Somain,59,11790,False,3.1,1.0,1.6,1.0,1.5,1.0,2.7,1.0,2.4,1.0,1,1,1,37,19.1,8.0,56.0,7.2,35.6
59578,Steenbecque,59,1650,False,8.1,5.9,1.8,1.0,1.8,1.0,8.6,6.4,8.4,6.2,1,0,0,0,15.9,0.0,74.6,11.3,49.7
59580,Steenvoorde,59,4324,False,2.5,1.0,1.9,1.0,2.0,1.0,2.3,1.0,13.2,11.0,1,1,1,40,17.3,27.0,74.6,11.3,49.7
59581,Steenwerck,59,3540,False,8.2,3.1,2.4,1.0,2.4,1.0,9.6,4.5,9.8,5.9,1,0,0,0,17.0,0.0,74.6,11.3,49.7
59585,Templemars,59,3635,True,4.4,2.4,1.6,1.0,1.6,1.0,3.4,1.0,7.8,6.1,1,0,0,0,16.2,0.0,62.4,26.0,27.1
59586,Templeuve-en-Pévèle,59,6705,False,2.8,1.0,2.2,1.0,2.2,1.0,4.8,1.5,8.3,3.7,1,0,1,20,17.3,8.0,76.0,19.9,46.5
59592,Thumeries,59,4029,False,5.0,2.7,1.4,1.0,1.6,1.0,2.7,1.0,8.1,5.9,1,1,0,0,19.2,0.0,76.0,19.9,46.5
59594,Thun-Saint-Amand,59,1110,False,8.9,5.4,3.5,1.0,3.5,1.0,5.1,2.6,9.1,5.6,1,0,0,0,18.2,0.0,52.9,9.2,32.1
59598,Toufflers,59,3910,True,5.3,2.0,1.9,1.0,1.9,1.0,5.5,3.7,6.7,4.9,1,0,0,0,18.9,0.0,62.4,26.0,27.1
59599,Tourcoing,59,99011,True,1.8,1.0,1.3,1.0,1.4,1.0,2.0,1.0,2.6,1.0,1,1,1,563,22.0,13.0,62.4,26.0,27.1
59602,Tressin,59,1395,True,6.0,3.7,2.2,1.0,2.2,1.0,6.3,3.9,8.9,6.8,1,0,0,0,22.4,0.0,62.4,26.0,27.1
59603,Trith-Saint-Léger,59,6124,False,5.9,3.0,2.2,1.0,1.9,1.0,2.8,1.0,3.2,1.0,1,1,0,0,17.4,0.0,52.9,9.2,32.1
59588,Téteghem-Coudekerque-Village,59,8384,False,5.7,1.6,1.8,1.0,1.8,1.0,5.4,1.4,6.6,2.7,1,0,0,0,16.1,0.0,58.6,17.3,30.7
59606,Valenciennes,59,42991,False,2.1,1.0,1.6,1.0,1.6,1.0,2.5,1.0,2.4,1.0,1,1,1,262,15.0,20.0,50.4,16.1,24.0
59609,Vendeville,59,1546,True,4.0,2.7,1.5,1.0,1.5,1.0,5.7,4.5,8.4,7.1,1,0,0,0,16.1,0.0,62.4,26.0,27.1
59610,Verchain-Maugré,59,1102,False,12.0,9.7,1.5,1.0,1.5,1.0,9.0,6.6,12.3,9.9,1,0,0,0,21.9,0.0,50.4,16.1,24.0
59611,Verlinghem,59,2673,True,4.4,1.0,2.1,1.0,2.1,1.0,5.0,1.0,7.1,3.4,1,0,0,0,19.7,0.0,62.4,26.0,27.1
59615,Vieux-Berquin,59,2649,False,9.2,4.7,1.8,1.0,1.8,1.0,8.9,4.1,8.7,5.5,1,0,0,0,19.7,0.0,74.6,11.3,49.7
59616,Vieux-Condé,59,10446,False,2.0,1.0,1.7,1.0,1.7,1.0,3.3,1.0,5.4,1.5,1,1,1,25,19.2,6.0,50.4,16.1,24.0
59009,Villeneuve-d'Ascq,59,62067,True,1.8,1.0,1.5,1.0,1.5,1.0,2.1,1.0,3.1,1.0,1,1,1,600,17.6,27.0,62.4,26.0,27.1
59622,Villers-en-Cauchies,59,1161,False,6.1,4.8,1.2,1.0,1.2,1.0,7.9,6.7,15.2,14.4,1,0,0,0,18.2,0.0,66.9,10.8,41.3
59629,Vred,59,1311,False,4.9,2.5,1.4,1.0,1.4,1.0,5.2,2.9,4.6,2.7,1,0,0,0,16.0,0.0,56.0,7.2,35.6
59630,Wahagnies,59,2605,False,3.7,1.0,1.6,1.0,1.6,1.0,3.9,1.1,6.0,2.3,1,0,0,0,18.7,0.0,76.0,19.9,46.5
59632,Wallers,59,5598,False,3.4,1.0,1.7,1.0,1.6,1.0,4.0,1.0,7.6,4.4,1,1,1,24,19.7,11.0,52.9,9.2,32.1
59636,Wambrechies,59,10798,True,3.2,1.0,2.1,1.0,2.2,1.0,5.7,2.2,7.6,4.2,1,0,1,30,19.0,7.0,62.4,26.0,27.1
59637,Wandignies-Hamage,59,1318,False,9.8,7.4,1.7,1.0,1.7,1.0,6.3,3.9,7.5,5.0,1,0,0,0,21.3,0.0,56.0,7.2,35.6
59638,Wannehain,59,1331,False,1.3,1.0,1.3,1.0,1.3,1.0,8.7,6.8,4.8,2.4,1,0,1,15,25.3,22.0,76.0,19.9,46.5
59639,Wargnies-le-Grand,59,1101,False,9.8,6.0,1.4,1.0,1.4,1.0,10.0,8.4,10.1,7.8,1,0,0,0,17.4,0.0,55.6,6.8,41.9
59641,Warhem,59,2022,False,7.4,3.8,1.8,1.0,1.8,1.0,6.9,4.1,12.0,7.4,1,0,0,0,16.1,0.0,79.5,9.0,56.8
59646,Wasquehal,59,20836,True,1.8,1.0,1.8,1.0,1.7,1.0,2.9,1.0,4.2,1.0,1,1,1,201,17.9,27.0,62.4,26.0,27.1
59647,Watten,59,2577,False,6.6,4.7,1.8,1.0,1.8,1.0,2.0,1.0,13.7,9.1,1,1,0,0,18.3,0.0,79.5,9.0,56.8
59648,Wattignies,59,15531,True,2.2,1.0,1.5,1.0,1.4,1.0,2.3,1.0,6.3,3.2,1,1,1,60,20.8,9.0,62.4,26.0,27.1
59650,Wattrelos,59,40836,True,2.1,1.0,1.4,1.0,1.4,1.0,2.3,1.0,2.4,1.0,1,1,1,125,20.5,7.0,62.4,26.0,27.1
59651,Wavrechain-sous-Denain,59,1616,False,3.1,2.5,1.6,1.0,1.6,1.0,2.4,1.8,1.2,1.0,1,0,0,0,21.4,0.0,52.9,9.2,32.1
59653,Wavrin,59,7773,True,4.5,1.0,1.9,1.0,1.9,1.0,2.9,1.0,7.9,3.0,1,1,1,18,18.7,6.0,62.4,26.0,27.1
59654,Waziers,59,7354,False,4.5,1.2,1.5,1.0,1.4,1.0,2.8,1.0,3.1,1.0,1,1,0,0,22.7,0.0,55.6,15.4,29.7
59656,Wervicq-Sud,59,5299,True,1.6,1.0,1.6,1.0,1.6,1.0,6.2,2.4,8.1,6.2,1,0,1,53,20.4,24.0,62.4,26.0,27.1
59660,Willems,59,2996,True,2.3,1.0,1.6,1.0,2.1,1.0,11.7,8.1,10.2,8.2,1,0,1,10,19.5,9.0,62.4,26.0,27.1
59662,Winnezeele,59,1300,False,6.0,3.7,1.8,1.0,1.8,1.0,5.8,3.5,13.9,10.2,1,0,0,0,20.2,0.0,74.6,11.3,49.7
59663,Wormhout,59,5705,False,2.0,1.0,1.7,1.0,1.7,1.0,2.0,1.0,5.3,1.0,1,1,1,12,18.1,6.0,79.5,9.0,56.8
59185,Écaillon,59,1910,False,5.7,3.8,1.2,1.0,1.2,1.0,3.0,1.0,7.3,5.6,1,0,0,0,18.1,0.0,56.0,7.2,35.6
62004,Achicourt,62,7938,False,2.3,1.0,1.8,1.0,1.7,1.0,2.5,1.0,5.4,2.5,1,1,1,20,16.8,8.0,65.9,25.0,30.4
62013,Agny,62,1879,False,4.6,2.9,1.4,1.0,1.4,1.0,4.4,2.7,8.3,6.3,1,0,0,0,17.4,0.0,65.9,25.0,30.4
62014,Aire-sur-la-Lys,62,9585,False,3.4,1.0,2.3,1.0,2.4,1.0,2.9,1.0,4.7,1.0,1,1,1,36,17.6,11.0,67.9,8.8,44.3
62019,Aix-Noulette,62,3913,False,5.9,3.6,2.5,1.0,2.7,1.0,4.9,2.1,4.7,1.8,1,0,0,0,17.6,0.0,48.5,13.7,24.6
62032,Angres,62,4842,False,2.0,1.0,2.0,1.0,2.0,1.0,2.4,1.0,3.5,1.1,1,1,1,10,19.3,5.0,48.5,13.7,24.6
62033,Annay,62,4517,False,8.3,5.7,1.5,1.0,1.7,1.0,4.3,2.1,7.2,5.0,1,0,0,0,19.2,0.0,48.5,13.7,24.6
62034,Annequin,62,2145,False,2.2,1.0,2.1,1.0,2.2,1.0,6.7,5.1,8.2,6.3,1,0,1,13,19.1,16.0,55.6,12.6,32.2
62035,Annezin,62,5813,False,3.8,2.2,2.5,1.0,1.7,1.0,3.5,1.0,4.7,2.8,1,1,0,0,17.9,0.0,55.6,12.6,32.2
62037,Anzin-Saint-Aubin,62,2806,False,4.4,1.3,2.0,1.0,2.0,1.0,3.4,1.0,6.0,3.1,1,1,0,0,16.4,0.0,65.9,25.0,30.4
62040,Arques,62,9655,False,3.1,1.0,1.8,1.0,1.8,1.0,2.6,1.0,5.2,2.1,1,1,1,20,17.5,6.0,67.9,8.8,44.3
62041,Arras,62,42600,False,2.0,1.0,1.6,1.0,1.7,1.0,2.4,1.0,2.5,1.0,1,1,1,313,17.1,21.0,65.9,25.0,30.4
62042,Athies,62,1059,False,4.8,3.4,1.3,1.0,1.3,1.0,8.2,6.9,10.1,8.4,1,0,0,0,19.9,0.0,65.9,25.0,30.4
62048,Auchel,62,10062,False,2.7,1.0,1.5,1.0,1.5,1.0,2.4,1.0,2.4,1.0,1,1,1,25,21.0,6.0,55.6,12.6,32.2
62051,Auchy-les-Mines,62,4623,False,6.9,4.7,2.2,1.0,1.8,1.0,3.5,1.0,8.3,4.9,1,1,0,0,19.7,0.0,55.6,12.6,32.2
62065,Avion,62,17672,False,4.0,1.0,1.7,1.0,1.7,1.0,3.0,1.0,4.3,1.0,1,1,1,24,20.3,3.0,48.5,13.7,24.6
62073,Bailleul-Sir-Berthoult,62,1430,False,8.0,6.3,1.5,1.0,1.5,1.0,9.0,7.3,11.3,9.7,1,0,0,0,20.3,0.0,65.9,25.0,30.4
62083,Barlin,62,7366,False,2.2,1.0,1.8,1.0,1.5,1.0,2.7,1.0,8.1,5.0,1,1,1,20,18.6,7.0,55.6,12.6,32.2
62099,Beaurains,62,5515,False,3.4,1.4,1.6,1.0,1.6,1.0,3.5,1.0,6.5,4.4,1,0,0,0,17.9,0.0,65.9,25.0,30.4
62471,Bellinghem,62,1087,False,7.8,5.0,2.6,1.0,2.6,1.0,6.2,4.0,15.2,13.5,1,0,0,0,21.8,0.0,67.9,8.8,44.3
62126,Beuvry,62,9111,False,3.6,1.0,2.0,1.0,2.1,1.0,4.1,1.0,5.0,1.0,1,1,1,46,17.7,14.0,55.6,12.6,32.2
62128,Biache-Saint-Vaast,62,4481,False,2.1,1.0,2.6,1.0,1.8,1.0,2.6,1.0,13.6,9.9,1,1,1,25,21.5,13.0,65.1,19.6,38.5
62132,Billy-Berclau,62,5059,False,2.2,1.0,2.1,1.0,1.8,1.0,4.4,1.9,9.0,5.8,1,0,1,10,19.7,5.0,55.6,12.6,32.2
62133,Billy-Montigny,62,8117,False,2.8,1.0,1.3,1.0,1.4,1.0,2.8,1.0,6.4,3.9,1,1,1,25,21.9,7.0,48.5,13.7,24.6
62160,Boulogne-sur-Mer,62,40910,False,1.6,1.0,1.3,1.0,1.4,1.0,2.2,1.0,2.0,1.0,1,1,1,276,17.1,20.0,56.6,19.0,22.7
62164,Bourlon,62,1140,False,6.9,5.5,1.2,1.0,1.2,1.0,1.3,1.0,12.9,9.2,1,1,0,0,18.0,0.0,65.1,19.6,38.5
62170,Bouvigny-Boyeffles,62,2371,False,6.9,3.1,2.1,1.0,2.1,1.0,2.4,1.0,7.8,6.2,1,1,0,0,17.0,0.0,48.5,13.7,24.6
62173,Brebières,62,5169,False,2.8,1.0,2.7,1.0,2.3,1.0,6.6,3.4,7.9,4.7,1,0,1,30,19.1,15.0,65.1,19.6,38.5
62178,Bruay-la-Buissière,62,21827,False,2.7,1.0,1.6,1.0,1.5,1.0,2.1,1.0,2.5,1.0,1,1,1,60,18.9,7.0,55.6,12.6,32.2
62181,Bucquoy,62,1480,False,18.7,17.1,1.7,1.0,1.6,1.0,18.2,16.7,17.9,16.2,1,0,0,0,19.8,0.0,65.8,8.8,49.0
62186,Bully-les-Mines,62,12221,False,2.9,1.0,1.9,1.0,2.0,1.0,2.9,1.0,3.8,1.0,1,1,1,30,18.8,7.0,48.5,13.7,24.6
62188,Burbure,62,2819,False,6.4,3.1,1.8,1.0,1.8,1.0,5.7,2.4,4.6,2.3,1,0,0,0,18.2,0.0,55.6,12.6,32.2
62190,Busnes,62,1245,False,6.5,4.3,2.2,1.0,2.2,1.0,6.9,4.2,8.4,5.4,1,0,0,0,15.9,0.0,55.6,12.6,32.2
62119,Béthune,62,24992,False,2.5,1.0,1.4,1.0,1.4,1.0,1.9,1.0,2.9,1.0,1,1,1,72,16.2,9.0,55.6,12.6,32.2
62193,Calais,62,67380,False,2.4,1.0,1.3,1.0,1.4,1.0,2.3,1.0,2.6,1.0,1,1,1,362,17.8,15.0,55.7,20.6,23.1
62194,Calonne-Ricouart,62,5463,False,2.6,1.0,1.4,1.0,1.3,1.0,3.1,1.0,5.0,2.6,1,1,1,12,18.6,6.0,55.6,12.6,32.2
62195,Calonne-sur-la-Lys,62,1560,False,9.0,6.7,2.5,1.0,2.5,1.0,8.4,5.9,12.4,10.2,1,0,0,0,18.4,0.0,55.6,12.6,32.2
62200,Cambrin,62,1228,False,2.5,1.0,1.4,1.0,1.4,1.0,6.5,5.1,9.3,7.6,1,0,0,0,20.3,0.0,55.6,12.6,32.2
62215,Carvin,62,17852,False,5.1,1.0,1.6,1.0,1.9,1.0,2.7,1.0,4.3,1.0,1,1,1,60,19.6,9.0,50.5,14.2,29.1
62224,Chocques,62,2824,False,5.2,2.6,2.4,1.0,1.8,1.0,7.0,5.3,7.3,5.6,1,0,0,0,17.7,0.0,55.6,12.6,32.2
62240,Corbehem,62,2266,False,3.5,2.1,1.8,1.0,1.8,1.0,7.2,5.1,7.4,5.3,1,0,0,0,20.9,0.0,65.1,19.6,38.5
62249,Courcelles-lès-Lens,62,8213,False,2.5,1.0,1.9,1.0,1.9,1.0,2.8,1.0,6.6,4.1,1,1,1,20,24.5,5.0,50.5,14.2,29.1
62250,Courrières,62,10199,False,2.7,1.0,1.4,1.0,1.4,1.0,2.4,1.0,5.9,3.8,1,1,1,70,19.2,18.0,50.5,14.2,29.1
62262,Cuinchy,62,1754,False,4.9,2.7,1.7,1.0,1.7,1.0,6.8,3.8,10.4,8.1,1,0,0,0,18.0,0.0,55.6,12.6,32.2
62263,Dainville,62,5703,False,4.2,1.5,1.7,1.0,1.6,1.0,4.6,1.0,4.5,1.8,1,1,0,0,15.4,0.0,65.9,25.0,30.4
62274,Dourges,62,5997,False,2.0,1.0,2.0,1.0,2.1,1.0,2.7,1.0,6.7,1.0,1,1,1,17,21.3,7.0,50.5,14.2,29.1
62276,Douvrin,62,5795,False,3.0,1.0,1.6,1.0,1.6,1.0,3.1,1.0,5.9,3.3,1,1,1,30,21.5,12.0,55.6,12.6,32.2
62277,Drocourt,62,2943,False,5.8,4.7,1.5,1.0,1.4,1.0,5.0,3.2,6.1,4.8,1,0,0,0,19.2,0.0,50.5,14.2,29.1
62279,Duisans,62,1383,False,6.0,3.3,2.4,1.0,2.4,1.0,7.2,4.4,8.3,5.6,1,0,0,0,18.7,0.0,61.7,11.3,41.5
62310,Essars,62,1755,False,4.5,2.7,1.8,1.0,1.8,1.0,3.7,2.0,4.0,2.3,1,0,0,0,18.6,0.0,55.6,12.6,32.2
62311,Estevelles,62,2024,False,9.6,8.0,1.5,1.0,1.5,1.0,6.5,4.3,5.2,4.1,1,0,0,0,20.9,0.0,48.5,13.7,24.6
62323,Fampoux,62,1219,False,8.4,6.2,1.3,1.0,1.3,1.0,8.6,6.6,13.1,11.0,1,0,0,0,20.8,0.0,65.9,25.0,30.4
62330,Festubert,62,1266,False,3.5,1.0,1.7,1.0,1.7,1.0,10.7,8.4,12.4,8.5,1,0,0,0,17.7,0.0,55.6,12.6,32.2
